datetime,Demand (MW),Name,Temperature,dewpoint,humidity,cloudcover,visibility,solarradiation,severerisk,conditions
3/21/2020 16:00,454.0,Pokhara,38.9,25.1,57.2,100.0,9.9,457.0,0.0,Overcast
3/21/2020 17:00,473.9,Pokhara,38.9,25.1,57.2,100.0,9.9,212.0,0.0,Overcast
3/21/2020 18:00,479.8,Pokhara,38.0,25.1,59.25,88.9,9.9,89.0,0.0,Partially cloudy
3/21/2020 19:00,497.0,Pokhara,37.1,25.1,61.39,0.0,9.9,22.0,0.0,Clear
3/21/2020 20:00,503.2,Pokhara,36.0,25.1,64.27,0.0,9.9,0.0,0.0,Clear
3/21/2020 21:00,484.9,Pokhara,35.1,26.1,69.42,0.0,9.9,0.0,0.0,Clear
3/21/2020 22:00,473.2,Pokhara,34.1,26.1,72.23,0.0,9.9,0.0,0.0,Clear
3/21/2020 23:00,453.3,Pokhara,34.1,27.0,74.97,0.0,9.9,0.0,0.0,Clear
3/22/2020 0:00,445.9,Pokhara,34.1,26.1,72.23,0.0,9.9,0.0,0.0,Clear
3/22/2020 1:00,436.3,Pokhara,34.1,26.1,72.23,0.0,9.9,0.0,0.0,Clear
3/22/2020 2:00,433.3,Pokhara,33.2,27.0,77.72,0.0,9.9,0.0,0.0,Clear
3/22/2020 3:00,438.3,Pokhara,34.1,26.1,72.23,0.0,9.9,0.0,0.0,Clear
3/22/2020 4:00,443.1,Pokhara,33.2,27.0,77.72,0.0,9.9,0.0,0.0,Clear
3/22/2020 5:00,450.4,Pokhara,33.2,26.1,74.88,0.0,9.9,1.0,0.0,Clear
3/22/2020 6:00,459.5,Pokhara,33.2,27.0,77.72,0.0,9.9,2.0,0.0,Clear
3/22/2020 7:00,466.0,Pokhara,33.2,27.0,77.72,0.0,9.9,13.0,0.0,Clear
3/22/2020 8:00,472.5,Pokhara,34.1,27.0,74.97,0.0,9.9,68.0,0.0,Clear
3/22/2020 9:00,494.9,Pokhara,35.1,29.0,78.41,100.0,9.9,55.0,0.0,Overcast
3/22/2020 10:00,495.0,Pokhara,36.0,28.1,72.92,100.0,9.9,91.0,0.0,Overcast
3/22/2020 11:00,493.7,Pokhara,38.0,29.0,69.76,27.3,9.9,215.0,0.0,Partially cloudy
3/22/2020 12:00,485.7,Pokhara,41.0,30.8,66.88,0.0,9.9,425.0,0.0,Clear
3/22/2020 13:00,477.1,Pokhara,42.2,32.0,66.98,0.0,9.9,342.0,0.0,Clear
3/22/2020 14:00,465.1,Pokhara,43.1,30.8,61.74,88.9,9.9,248.0,0.0,Partially cloudy
3/22/2020 15:00,463.0,Pokhara,45.0,33.2,63.1,93.4,9.9,218.0,0.0,Overcast
3/22/2020 16:00,474.5,Pokhara,44.1,32.0,62.28,58.9,9.9,168.0,0.0,Partially cloudy
3/22/2020 17:00,481.4,Pokhara,45.0,32.0,60.18,100.0,9.9,159.0,0.0,Overcast
3/22/2020 18:00,481.5,Pokhara,46.1,32.0,57.59,100.0,9.9,103.0,0.0,Overcast
3/22/2020 19:00,487.2,Pokhara,46.1,33.2,60.38,100.0,9.9,17.0,0.0,Overcast
3/22/2020 20:00,483.7,Pokhara,45.0,35.1,68.07,58.9,9.9,0.0,0.0,Partially cloudy
3/22/2020 21:00,466.4,Pokhara,45.0,36.0,70.54,100.0,9.9,0.0,0.0,Overcast
3/22/2020 22:00,454.9,Pokhara,45.0,35.1,68.07,100.0,9.9,0.0,0.0,Overcast
3/22/2020 23:00,424.6,Pokhara,45.0,37.1,73.85,100.0,9.9,0.0,0.0,Overcast
3/23/2020 0:00,421.1,Pokhara,45.0,37.1,73.85,93.4,9.9,0.0,0.0,Overcast
3/23/2020 1:00,417.9,Pokhara,45.0,37.1,73.85,100.0,9.9,0.0,0.0,Overcast
3/23/2020 2:00,416.3,Pokhara,45.0,38.0,76.51,93.4,9.9,0.0,0.0,Overcast
3/23/2020 3:00,409.6,Pokhara,44.1,38.0,79.17,100.0,9.9,0.0,0.0,Overcast
3/23/2020 4:00,424.7,Pokhara,44.1,38.0,79.17,72.6,9.9,0.0,0.0,Partially cloudy
3/23/2020 5:00,447.0,Pokhara,44.1,38.0,79.17,72.6,9.9,0.0,0.0,Partially cloudy
3/23/2020 6:00,485.3,Pokhara,44.1,38.0,79.17,72.6,9.9,2.0,0.0,Partially cloudy
3/23/2020 7:00,494.9,Pokhara,44.1,36.0,73.0,100.0,9.9,11.0,0.0,Overcast
3/23/2020 8:00,493.2,Pokhara,44.1,36.0,73.0,100.0,9.9,44.0,0.0,Overcast
3/23/2020 9:00,499.5,Pokhara,47.0,37.1,68.31,0.0,9.9,287.0,0.0,Clear
3/23/2020 10:00,495.7,Pokhara,47.9,36.0,63.08,0.0,9.9,538.0,0.0,Clear
3/23/2020 11:00,490.2,Pokhara,51.2,38.0,60.64,50.0,9.9,684.0,0.0,Partially cloudy
3/23/2020 12:00,487.3,Pokhara,52.1,38.9,60.76,88.9,9.9,803.0,0.0,Partially cloudy
3/23/2020 13:00,486.3,Pokhara,53.1,38.9,58.57,88.9,9.9,840.0,0.0,Partially cloudy
3/23/2020 14:00,475.3,Pokhara,52.1,38.9,60.76,88.9,9.9,769.0,0.0,Partially cloudy
3/23/2020 15:00,473.3,Pokhara,51.2,38.9,62.81,27.3,9.9,640.0,0.0,Partially cloudy
3/23/2020 16:00,469.6,Pokhara,51.2,38.9,62.81,27.3,9.9,388.0,0.0,Partially cloudy
3/23/2020 17:00,475.7,Pokhara,50.0,38.0,63.34,27.3,9.9,263.0,0.0,Partially cloudy
3/23/2020 18:00,479.4,Pokhara,47.9,38.0,68.41,0.0,9.9,126.0,0.0,Clear
3/23/2020 19:00,499.4,Pokhara,46.1,37.1,70.67,0.0,9.9,37.0,0.0,Clear
3/23/2020 20:00,490.2,Pokhara,44.1,37.1,76.42,0.0,9.9,0.0,0.0,Clear
3/23/2020 21:00,474.0,Pokhara,43.1,36.0,75.84,0.0,9.9,0.0,0.0,Clear
3/23/2020 22:00,461.4,Pokhara,42.2,36.0,78.51,0.0,8.7,0.0,0.0,Clear
3/23/2020 23:00,436.7,Pokhara,41.0,35.1,79.28,0.0,8.7,0.0,0.0,Clear
3/24/2020 0:00,436.5,Pokhara,41.0,35.1,79.28,0.0,8.7,0.0,0.0,Clear
3/24/2020 1:00,425.8,Pokhara,39.8,35.1,82.93,0.0,8.7,0.0,0.0,Clear
3/24/2020 2:00,418.9,Pokhara,39.8,35.1,82.93,0.0,8.1,0.0,0.0,Clear
3/24/2020 3:00,424.8,Pokhara,39.8,36.0,85.95,0.0,6.8,0.0,0.0,Clear
3/24/2020 4:00,427.5,Pokhara,41.0,36.0,82.16,0.0,8.1,0.0,0.0,Clear
3/24/2020 5:00,465.7,Pokhara,41.0,36.0,82.16,88.9,6.8,0.0,0.0,Partially cloudy
3/24/2020 6:00,484.9,Pokhara,39.8,36.0,85.95,0.0,6.2,2.0,0.0,Clear
3/24/2020 7:00,498.8,Pokhara,39.8,36.0,85.95,0.0,6.2,14.0,0.0,Clear
3/24/2020 8:00,511.9,Pokhara,42.2,37.1,82.19,0.0,5.0,56.0,0.0,Clear
3/24/2020 9:00,509.7,Pokhara,44.1,38.0,79.17,0.0,6.2,89.0,0.0,Clear
3/24/2020 10:00,523.3,Pokhara,46.1,38.9,75.83,0.0,8.1,131.0,0.0,Clear
3/24/2020 11:00,511.2,Pokhara,47.9,41.0,76.77,27.3,8.7,156.0,0.0,Partially cloudy
3/24/2020 12:00,522.7,Pokhara,51.2,41.0,68.05,50.0,9.9,199.0,0.0,Partially cloudy
3/24/2020 13:00,518.5,Pokhara,51.2,43.1,73.72,100.0,6.2,86.0,0.0,"Rain, Overcast"
3/24/2020 14:00,506.1,Pokhara,50.0,45.0,82.8,100.0,3.1,91.0,0.0,"Rain, Overcast"
3/24/2020 15:00,502.2,Pokhara,51.2,45.0,79.26,58.9,8.7,216.0,0.0,"Rain, Partially cloudy"
3/24/2020 16:00,506.5,Pokhara,50.0,45.0,82.8,58.9,8.7,121.0,0.0,Partially cloudy
3/24/2020 17:00,512.0,Pokhara,48.8,45.0,86.46,58.9,3.7,33.0,0.0,"Rain, Partially cloudy"
3/24/2020 18:00,509.0,Pokhara,47.9,44.1,86.41,58.9,6.2,15.0,0.0,"Rain, Partially cloudy"
3/24/2020 19:00,511.8,Pokhara,47.9,44.1,86.41,100.0,5.0,15.0,0.0,"Rain, Overcast"
3/24/2020 20:00,496.0,Pokhara,47.9,44.1,86.41,93.4,8.1,5.0,0.0,"Rain, Overcast"
3/24/2020 21:00,474.6,Pokhara,47.9,44.1,86.41,93.4,8.7,4.0,0.0,Overcast
3/24/2020 22:00,458.0,Pokhara,47.0,43.1,86.03,100.0,8.1,0.0,0.0,Overcast
3/24/2020 23:00,436.4,Pokhara,45.0,42.2,89.85,0.0,6.8,0.0,0.0,Clear
3/25/2020 0:00,429.6,Pokhara,44.1,41.0,88.85,0.0,5.0,0.0,0.0,Clear
3/25/2020 1:00,423.9,Pokhara,44.1,41.0,88.85,0.0,3.7,0.0,0.0,Clear
3/25/2020 2:00,419.1,Pokhara,43.1,39.8,88.24,0.0,5.0,0.0,0.0,Clear
3/25/2020 3:00,424.7,Pokhara,42.2,38.9,88.2,0.0,3.7,0.0,0.0,Clear
3/25/2020 4:00,433.0,Pokhara,41.0,38.0,89.11,0.0,3.7,0.0,0.0,Clear
3/25/2020 5:00,451.8,Pokhara,39.8,37.1,89.98,88.9,1.9,0.0,0.0,Partially cloudy
3/25/2020 6:00,487.7,Pokhara,41.0,38.9,92.3,100.0,0.6,2.0,0.0,Overcast
3/25/2020 7:00,500.2,Pokhara,41.0,38.9,92.3,100.0,0.6,8.0,0.0,Overcast
3/25/2020 8:00,509.5,Pokhara,41.0,38.9,92.3,100.0,0.0,31.0,0.0,Overcast
3/25/2020 9:00,510.5,Pokhara,41.0,38.9,92.3,100.0,1.2,90.0,0.0,Overcast
3/25/2020 10:00,523.1,Pokhara,42.2,39.8,91.35,100.0,1.2,185.0,0.0,Overcast
3/25/2020 11:00,500.8,Pokhara,45.0,41.0,85.86,100.0,5.0,331.0,0.0,Overcast
3/25/2020 12:00,500.5,Pokhara,48.8,43.1,80.42,50.0,6.8,825.0,0.0,Partially cloudy
3/25/2020 13:00,494.1,Pokhara,54.0,43.1,66.51,0.0,9.9,882.0,0.0,Clear
3/25/2020 14:00,481.9,Pokhara,56.9,44.1,62.06,0.0,9.9,890.0,0.0,Clear
3/25/2020 15:00,487.3,Pokhara,57.8,44.1,60.08,0.0,9.9,809.0,0.0,Clear
3/25/2020 16:00,477.8,Pokhara,61.1,45.0,55.39,0.0,9.9,645.0,0.0,Clear
3/25/2020 17:00,481.7,Pokhara,62.1,46.1,55.88,0.0,9.9,230.0,0.0,Clear
3/25/2020 18:00,489.2,Pokhara,61.1,46.1,57.88,0.0,9.9,117.0,0.0,Clear
3/25/2020 19:00,499.5,Pokhara,59.0,45.0,59.64,0.0,9.9,25.0,0.0,Clear
3/25/2020 20:00,496.0,Pokhara,56.9,44.1,62.06,0.0,9.9,0.0,0.0,Clear
3/25/2020 21:00,478.1,Pokhara,56.0,45.0,66.35,0.0,9.9,0.0,0.0,Clear
3/25/2020 22:00,452.7,Pokhara,56.0,45.0,66.35,0.0,9.9,0.0,0.0,Clear
3/25/2020 23:00,431.9,Pokhara,54.0,45.0,71.51,0.0,9.9,0.0,0.0,Clear
3/26/2020 0:00,420.1,Pokhara,54.0,45.0,71.51,0.0,9.9,0.0,0.0,Clear
3/26/2020 1:00,405.3,Pokhara,53.1,45.0,73.91,0.0,9.9,0.0,0.0,Clear
3/26/2020 2:00,409.5,Pokhara,52.1,45.0,76.67,0.0,9.9,0.0,0.0,Clear
3/26/2020 3:00,409.2,Pokhara,51.2,45.0,79.26,0.0,9.9,0.0,0.0,Clear
3/26/2020 4:00,414.1,Pokhara,50.0,45.0,82.8,0.0,9.9,0.0,0.0,Clear
3/26/2020 5:00,436.8,Pokhara,50.0,45.0,82.8,0.0,9.9,0.0,0.0,Clear
3/26/2020 6:00,455.8,Pokhara,47.9,44.1,86.41,0.0,8.7,2.0,0.0,Clear
3/26/2020 7:00,463.8,Pokhara,48.8,44.1,83.55,0.0,6.8,17.0,0.0,Clear
3/26/2020 8:00,472.2,Pokhara,52.1,46.1,80.12,0.0,8.7,91.0,0.0,Clear
3/26/2020 9:00,479.5,Pokhara,56.0,47.9,74.19,0.0,9.9,272.0,0.0,Clear
3/26/2020 10:00,475.3,Pokhara,57.8,50.0,75.09,0.0,9.9,479.0,0.0,Clear
3/26/2020 11:00,482.5,Pokhara,63.0,52.1,67.57,0.0,9.9,544.0,0.0,Clear
3/26/2020 12:00,488.3,Pokhara,70.1,54.0,56.65,0.0,9.9,782.0,0.0,Clear
3/26/2020 13:00,484.7,Pokhara,74.0,55.1,51.69,0.0,9.9,581.0,0.0,Clear
3/26/2020 14:00,494.2,Pokhara,77.0,56.0,48.39,88.9,9.9,626.0,0.0,Partially cloudy
3/26/2020 15:00,490.9,Pokhara,79.1,56.0,45.18,27.3,9.9,646.0,0.0,Partially cloudy
3/26/2020 16:00,499.1,Pokhara,80.1,56.9,45.17,50.0,9.9,522.0,0.0,Partially cloudy
3/26/2020 17:00,505.4,Pokhara,79.1,57.8,48.21,0.0,9.9,245.0,0.0,Clear
3/26/2020 18:00,512.2,Pokhara,79.1,57.8,48.21,0.0,9.9,119.0,0.0,Clear
3/26/2020 19:00,519.7,Pokhara,74.9,57.8,55.3,0.0,9.9,34.0,0.0,Clear
3/26/2020 20:00,511.4,Pokhara,74.0,56.9,55.18,0.0,9.9,0.0,0.0,Clear
3/26/2020 21:00,489.8,Pokhara,69.2,56.0,62.97,0.0,9.9,0.0,0.0,Clear
3/26/2020 22:00,464.0,Pokhara,68.0,56.9,67.73,0.0,9.9,0.0,0.0,Clear
3/26/2020 23:00,432.9,Pokhara,65.0,56.0,72.65,0.0,9.9,0.0,0.0,Clear
3/27/2020 0:00,415.9,Pokhara,63.0,56.0,78.08,0.0,9.9,0.0,0.0,Clear
3/27/2020 1:00,405.5,Pokhara,61.1,56.0,83.49,0.0,9.9,0.0,0.0,Clear
3/27/2020 2:00,392.4,Pokhara,60.2,56.0,86.2,0.0,9.9,0.0,0.0,Clear
3/27/2020 3:00,384.3,Pokhara,61.1,56.0,83.49,0.0,9.9,0.0,0.0,Clear
3/27/2020 4:00,392.9,Pokhara,60.2,56.0,86.2,0.0,9.9,0.0,0.0,Clear
3/27/2020 5:00,402.3,Pokhara,60.2,55.1,83.43,27.3,9.9,1.0,0.0,Partially cloudy
3/27/2020 6:00,424.2,Pokhara,60.2,55.1,83.43,93.4,9.9,4.0,0.0,Overcast
3/27/2020 7:00,439.8,Pokhara,62.1,55.1,78.0,100.0,9.9,18.0,0.0,Overcast
3/27/2020 8:00,449.8,Pokhara,62.1,55.1,78.0,100.0,9.9,42.0,0.0,Overcast
3/27/2020 9:00,469.8,Pokhara,65.0,56.0,72.65,100.0,9.9,158.0,0.0,Overcast
3/27/2020 10:00,476.3,Pokhara,69.2,56.9,65.05,100.0,9.9,307.0,0.0,Overcast
3/27/2020 11:00,491.4,Pokhara,70.1,56.9,63.08,88.9,9.9,485.0,0.0,Partially cloudy
3/27/2020 12:00,500.4,Pokhara,74.9,59.0,57.65,36.3,9.9,432.0,0.0,Partially cloudy
3/27/2020 13:00,508.2,Pokhara,74.0,59.0,59.41,100.0,9.9,350.0,0.0,Overcast
3/27/2020 14:00,510.4,Pokhara,74.9,61.1,62.08,100.0,9.9,458.0,0.0,Overcast
3/27/2020 15:00,509.9,Pokhara,75.8,62.1,62.41,50.0,9.9,398.0,0.0,Partially cloudy
3/27/2020 16:00,509.7,Pokhara,77.0,63.0,61.98,50.0,9.9,368.0,0.0,Partially cloudy
3/27/2020 17:00,518.7,Pokhara,75.8,63.0,64.41,0.0,9.9,208.0,0.0,Clear
3/27/2020 18:00,519.3,Pokhara,74.9,63.0,66.38,0.0,9.9,71.0,0.0,Clear
3/27/2020 19:00,529.8,Pokhara,74.9,63.0,66.38,0.0,9.9,19.0,0.0,Clear
3/27/2020 20:00,510.6,Pokhara,73.1,63.0,70.51,36.3,9.9,0.0,0.0,Partially cloudy
3/27/2020 21:00,491.5,Pokhara,72.0,63.0,73.32,0.0,9.9,0.0,0.0,Clear
3/27/2020 22:00,469.6,Pokhara,68.0,65.0,90.26,93.4,6.8,0.0,0.0,"Rain, Overcast"
3/27/2020 23:00,435.5,Pokhara,70.1,63.0,78.21,0.0,8.7,0.0,0.0,Clear
3/28/2020 0:00,416.8,Pokhara,70.1,63.0,78.21,0.0,9.9,0.0,0.0,Clear
3/28/2020 1:00,410.8,Pokhara,68.0,61.1,78.54,0.0,9.9,0.0,0.0,Clear
3/28/2020 2:00,393.3,Pokhara,66.8,62.1,84.68,0.0,9.9,0.0,0.0,Clear
3/28/2020 3:00,393.3,Pokhara,65.0,61.1,87.01,88.9,8.1,0.0,0.0,Partially cloudy
3/28/2020 4:00,384.2,Pokhara,65.9,61.1,84.33,27.3,9.9,0.0,0.0,Partially cloudy
3/28/2020 5:00,388.9,Pokhara,68.0,61.1,78.54,0.0,9.9,0.0,0.0,Clear
3/28/2020 6:00,395.2,Pokhara,69.2,61.1,75.42,0.0,9.9,4.0,0.0,Clear
3/28/2020 7:00,402.8,Pokhara,70.1,62.1,75.77,27.3,9.9,20.0,0.0,Partially cloudy
3/28/2020 8:00,422.9,Pokhara,71.1,63.0,75.6,88.9,9.9,75.0,0.0,Partially cloudy
3/28/2020 9:00,445.9,Pokhara,72.0,63.0,73.32,88.9,9.9,180.0,0.0,Partially cloudy
3/28/2020 10:00,464.9,Pokhara,73.1,63.0,70.51,88.9,9.9,153.0,0.0,Partially cloudy
3/28/2020 11:00,481.5,Pokhara,73.1,62.1,68.31,27.3,9.9,160.0,0.0,Partially cloudy
3/28/2020 12:00,497.0,Pokhara,75.8,63.0,64.41,0.0,9.9,540.0,0.0,Clear
3/28/2020 13:00,511.5,Pokhara,79.1,63.0,57.87,27.3,9.9,653.0,0.0,Partially cloudy
3/28/2020 14:00,505.2,Pokhara,78.2,63.0,59.61,50.0,9.9,378.0,0.0,Partially cloudy
3/28/2020 15:00,516.3,Pokhara,78.2,63.0,59.61,54.4,9.9,285.0,0.0,Partially cloudy
3/28/2020 16:00,515.0,Pokhara,79.1,63.0,57.87,36.3,9.9,270.0,0.0,Partially cloudy
3/28/2020 17:00,522.0,Pokhara,75.8,63.0,64.41,58.9,8.7,62.0,0.0,Partially cloudy
3/28/2020 18:00,523.8,Pokhara,70.1,65.0,84.06,0.0,9.9,70.0,0.0,Rain
3/28/2020 19:00,527.4,Pokhara,71.1,65.0,81.25,36.3,9.9,13.0,0.0,Partially cloudy
3/28/2020 20:00,469.9,Pokhara,69.2,65.0,86.68,58.9,1.9,5.0,0.0,"Rain, Partially cloudy"
3/28/2020 21:00,453.2,Pokhara,65.9,61.1,84.33,72.6,5.0,7.0,0.0,"Rain, Partially cloudy"
3/28/2020 22:00,441.1,Pokhara,65.9,61.1,84.33,58.9,9.9,6.0,0.0,"Rain, Partially cloudy"
3/28/2020 23:00,423.5,Pokhara,65.0,61.1,87.01,27.3,9.9,5.0,0.0,Partially cloudy
3/29/2020 0:00,412.9,Pokhara,68.0,61.1,78.54,100.0,9.9,5.0,0.0,Overcast
3/29/2020 1:00,391.8,Pokhara,68.0,59.0,72.94,68.1,9.9,0.0,0.0,Partially cloudy
3/29/2020 2:00,383.3,Pokhara,65.9,57.8,75.13,0.0,9.9,0.0,0.0,Clear
3/29/2020 3:00,373.5,Pokhara,65.0,56.0,72.65,0.0,9.9,0.0,0.0,Clear
3/29/2020 4:00,367.7,Pokhara,63.0,53.1,70.09,0.0,9.9,0.0,0.0,Clear
3/29/2020 5:00,363.3,Pokhara,61.1,47.0,59.88,0.0,9.9,0.0,0.0,Clear
3/29/2020 6:00,370.5,Pokhara,60.2,42.2,51.38,0.0,9.9,6.0,0.0,Clear
3/29/2020 7:00,372.9,Pokhara,57.8,42.2,55.87,0.0,9.9,19.0,0.0,Clear
3/29/2020 8:00,386.7,Pokhara,57.8,38.9,49.27,0.0,9.9,91.0,0.0,Clear
3/29/2020 9:00,398.0,Pokhara,56.9,39.8,52.71,58.9,9.9,290.0,0.0,Partially cloudy
3/29/2020 10:00,410.1,Pokhara,56.9,38.9,50.9,88.9,9.9,600.0,0.0,Partially cloudy
3/29/2020 11:00,416.5,Pokhara,59.0,41.0,51.21,27.3,9.9,769.0,0.0,Partially cloudy
3/29/2020 12:00,422.7,Pokhara,60.2,41.0,49.1,0.0,9.9,862.0,0.0,Clear
3/29/2020 13:00,418.5,Pokhara,62.1,42.2,48.04,0.0,9.9,917.0,0.0,Clear
3/29/2020 14:00,417.4,Pokhara,65.0,43.1,44.83,0.0,9.9,907.0,0.0,Clear
3/29/2020 15:00,427.8,Pokhara,65.9,41.0,40.11,27.3,9.9,827.0,0.0,Partially cloudy
3/29/2020 16:00,433.3,Pokhara,65.9,38.9,37.02,0.0,9.9,632.0,0.0,Clear
3/29/2020 17:00,439.4,Pokhara,66.8,38.9,35.88,0.0,9.9,210.0,0.0,Clear
3/29/2020 18:00,438.7,Pokhara,65.0,42.2,43.31,0.0,9.9,143.0,0.0,Clear
3/29/2020 19:00,454.6,Pokhara,63.0,39.8,42.52,0.0,9.9,33.0,0.0,Clear
3/29/2020 20:00,452.0,Pokhara,60.2,39.8,46.94,0.0,9.9,0.0,0.0,Clear
3/29/2020 21:00,428.9,Pokhara,55.1,41.0,58.85,0.0,9.9,0.0,0.0,Clear
3/29/2020 22:00,402.4,Pokhara,55.1,39.8,56.26,0.0,9.9,0.0,0.0,Clear
3/29/2020 23:00,388.0,Pokhara,56.0,38.9,52.58,0.0,9.9,0.0,0.0,Clear
3/30/2020 0:00,380.2,Pokhara,52.1,38.9,60.76,0.0,9.9,0.0,0.0,Clear
3/30/2020 1:00,365.3,Pokhara,51.2,39.8,65.05,0.0,9.9,0.0,0.0,Clear
3/30/2020 2:00,363.0,Pokhara,53.1,38.0,56.54,0.0,9.9,0.0,0.0,Clear
3/30/2020 3:00,366.6,Pokhara,54.0,34.1,46.78,0.0,9.9,0.0,0.0,Clear
3/30/2020 4:00,368.9,Pokhara,52.1,33.2,48.38,0.0,9.9,0.0,0.0,Clear
3/30/2020 5:00,391.8,Pokhara,50.0,34.1,54.16,0.0,9.9,0.0,0.0,Clear
3/30/2020 6:00,415.6,Pokhara,46.1,34.1,62.6,0.0,9.9,2.0,0.0,Clear
3/30/2020 7:00,435.3,Pokhara,47.9,34.1,58.49,0.0,9.9,18.0,0.0,Clear
3/30/2020 8:00,447.5,Pokhara,52.1,34.1,50.15,0.0,9.9,113.0,0.0,Clear
3/30/2020 9:00,456.7,Pokhara,54.0,34.1,46.78,0.0,9.9,353.0,0.0,Clear
3/30/2020 10:00,460.3,Pokhara,56.0,34.1,43.4,0.0,9.9,598.0,0.0,Clear
3/30/2020 11:00,465.5,Pokhara,56.9,32.0,38.65,0.0,9.9,706.0,0.0,Clear
3/30/2020 12:00,464.1,Pokhara,59.0,35.1,40.6,0.0,9.9,645.0,0.0,Clear
3/30/2020 13:00,467.1,Pokhara,61.1,34.1,36.23,0.0,9.9,902.0,0.0,Clear
3/30/2020 14:00,468.0,Pokhara,62.1,33.2,33.74,0.0,9.9,857.0,0.0,Clear
3/30/2020 15:00,458.6,Pokhara,63.0,33.2,32.69,0.0,9.9,746.0,0.0,Clear
3/30/2020 16:00,463.1,Pokhara,63.0,33.2,32.69,0.0,9.9,611.0,0.0,Clear
3/30/2020 17:00,469.0,Pokhara,63.0,32.0,31.18,0.0,9.9,219.0,0.0,Clear
3/30/2020 18:00,459.3,Pokhara,62.1,32.0,32.18,0.0,9.9,121.0,0.0,Clear
3/30/2020 19:00,473.1,Pokhara,61.1,32.0,33.34,0.0,9.9,31.0,0.0,Clear
3/30/2020 20:00,466.1,Pokhara,56.9,38.0,49.13,0.0,9.9,0.0,0.0,Clear
3/30/2020 21:00,438.4,Pokhara,56.0,37.1,49.0,0.0,9.9,0.0,0.0,Clear
3/30/2020 22:00,419.7,Pokhara,55.1,41.0,58.85,0.0,9.9,0.0,0.0,Clear
3/30/2020 23:00,396.9,Pokhara,54.0,39.8,58.69,0.0,9.9,0.0,0.0,Clear
3/31/2020 0:00,376.6,Pokhara,54.0,37.1,52.81,0.0,9.9,0.0,0.0,Clear
3/31/2020 1:00,372.8,Pokhara,52.1,43.1,71.31,0.0,9.9,0.0,0.0,Clear
3/31/2020 2:00,369.9,Pokhara,52.1,41.0,65.83,88.9,9.9,0.0,0.0,Partially cloudy
3/31/2020 3:00,362.6,Pokhara,51.2,38.0,60.64,100.0,9.9,0.0,0.0,Overcast
3/31/2020 4:00,368.4,Pokhara,50.0,38.0,63.34,100.0,9.9,0.0,0.0,Overcast
3/31/2020 5:00,391.2,Pokhara,48.8,38.0,66.15,100.0,9.9,1.0,0.0,Overcast
3/31/2020 6:00,411.8,Pokhara,48.8,38.0,66.15,88.9,9.9,3.0,0.0,Partially cloudy
3/31/2020 7:00,433.4,Pokhara,47.9,35.1,60.87,50.0,9.9,8.0,0.0,Partially cloudy
3/31/2020 8:00,449.9,Pokhara,47.9,36.0,63.08,88.9,9.9,31.0,0.0,Partially cloudy
3/31/2020 9:00,458.2,Pokhara,47.9,36.0,63.08,100.0,9.9,74.0,0.0,Overcast
3/31/2020 10:00,466.0,Pokhara,48.8,33.2,54.56,93.4,9.9,187.0,0.0,Overcast
3/31/2020 11:00,474.6,Pokhara,50.0,32.0,49.83,27.3,9.9,231.0,0.0,Partially cloudy
3/31/2020 12:00,471.3,Pokhara,50.0,32.0,49.83,88.9,9.9,214.0,0.0,Partially cloudy
3/31/2020 13:00,467.2,Pokhara,51.2,32.0,47.7,0.0,9.9,251.0,0.0,Clear
3/31/2020 14:00,458.6,Pokhara,51.2,33.2,50.01,0.0,9.9,393.0,0.0,Clear
3/31/2020 15:00,456.0,Pokhara,52.1,32.0,46.14,58.9,9.9,415.0,0.0,Partially cloudy
3/31/2020 16:00,455.9,Pokhara,51.2,33.2,50.01,100.0,9.9,296.0,0.0,Overcast
3/31/2020 17:00,462.3,Pokhara,50.0,33.2,52.25,100.0,9.9,226.0,0.0,Overcast
3/31/2020 18:00,468.2,Pokhara,48.8,33.2,54.56,58.9,9.9,89.0,0.0,Partially cloudy
3/31/2020 19:00,472.5,Pokhara,47.9,34.1,58.49,72.6,9.9,21.0,0.0,Partially cloudy
3/31/2020 20:00,472.3,Pokhara,47.0,34.1,60.51,100.0,9.9,3.0,0.0,Overcast
3/31/2020 21:00,451.9,Pokhara,46.1,33.2,60.38,100.0,9.9,1.0,0.0,Overcast
3/31/2020 22:00,433.5,Pokhara,45.0,33.2,63.1,100.0,9.9,1.0,0.0,Overcast
3/31/2020 23:00,413.5,Pokhara,44.1,33.2,65.3,88.9,9.9,0.0,0.0,Partially cloudy
4/1/2020 0:00,406.1,Pokhara,42.2,33.2,70.23,0.0,9.9,0.0,0.0,Clear
4/1/2020 1:00,399.3,Pokhara,41.0,33.2,73.5,0.0,9.9,0.0,0.0,Clear
4/1/2020 2:00,398.1,Pokhara,39.8,33.2,76.88,0.0,9.9,0.0,0.0,Clear
4/1/2020 3:00,400.9,Pokhara,38.9,33.2,79.63,0.0,9.9,0.0,0.0,Clear
4/1/2020 4:00,407.0,Pokhara,38.9,33.2,79.63,0.0,9.9,0.0,0.0,Clear
4/1/2020 5:00,431.6,Pokhara,38.0,33.2,82.48,0.0,9.9,0.0,0.0,Clear
4/1/2020 6:00,458.4,Pokhara,38.0,33.2,82.48,0.0,9.9,2.0,0.0,Clear
4/1/2020 7:00,464.1,Pokhara,37.1,33.2,85.45,0.0,8.1,22.0,0.0,Clear
