Name,datetime,Temperature,feelslike,dewpoint,humidity,precipitation,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddirection,sealevelpressure,cloudcover,visibility,solarradiation,uvindex,severerisk,conditions,,,,,
Pokhara,8/27/2020 21:00,75.8,75.8,72,87.85,0,0,,0,0,,0,0,1013.4,0,9.9,0,0,,Clear,,,,,
Pokhara,8/27/2020 22:00,75.8,75.8,72,87.85,0,0,,0,0,,3.4,360,1013.2,0,9.9,0,0,,Clear,,,,,
Pokhara,8/27/2020 23:00,74.9,74.9,72,90.52,0,0,,0,0,,4.7,40,1012.9,36.3,9.9,0,0,,Partially cloudy,,,,,
Pokhara,8/28/2020 0:00,75.8,75.8,72,87.85,0,0,,0,0,,0,0,1012.3,27.3,8.7,0,0,,Partially cloudy,,,,,
Pokhara,8/28/2020 1:00,75.8,75.8,73.1,91.36,0,0,,0,0,,3.4,123.9,1012.1,0,8.7,0,0,,Clear,,,,,
Pokhara,8/28/2020 2:00,75.8,75.8,73.1,91.36,0,0,,0,0,,3.4,40,1011.4,27.3,8.7,0,0,,Partially cloudy,,,,,
Pokhara,8/28/2020 3:00,75.8,75.8,73.1,91.36,0,0,,0,0,,4.7,100,1010.8,0,9.9,0,0,,Clear,,,,,
Pokhara,8/28/2020 4:00,77,77,72,84.52,0,0,,0,0,,0,0,1010.5,0,9.9,0,0,,Clear,,,,,
Pokhara,8/28/2020 5:00,77,77,72,84.52,0,0,,0,0,,3.4,150,1010.3,58.9,9.9,0,0,,Partially cloudy,,,,,
Pokhara,8/28/2020 6:00,77,77,71.1,81.99,0,0,,0,0,17.2,6.9,160,1010.4,100,9.9,15.5,0,,Overcast,,,,,
Pokhara,8/28/2020 7:00,77,77,71.1,81.99,0,0,,0,0,,6.9,170,1010.3,100,9.9,36,0,,Overcast,,,,,
Pokhara,8/28/2020 8:00,77,77,71.1,81.99,0,0,,0,0,,8.1,140,1010.5,68.1,9.9,110,1,,Partially cloudy,,,,,
Pokhara,8/28/2020 9:00,79.1,79.1,71.1,76.55,0,0,,0,0,,8.1,140,1010.2,27.3,9.9,251,3,,Partially cloudy,,,,,
Pokhara,8/28/2020 10:00,82.1,87,72,71.42,0,0,,0,0,21.9,11.4,150,1009.7,50,9.9,572,6,,Partially cloudy,,,,,
Pokhara,8/28/2020 11:00,84.8,90.7,72,65.47,0,0,,0,0,19.7,11.4,150,1009.5,88.9,9.9,696,7,,Partially cloudy,,,,,
Pokhara,8/28/2020 12:00,87.2,93.7,72,60.75,0,0,,0,0,21.9,12.8,130,1008.2,68.1,9.9,433,4,,Partially cloudy,,,,,
Pokhara,8/28/2020 13:00,83.9,88.3,70.1,63.18,0,0,,0,0,18.3,11.4,180,1007.3,68.1,9.9,217,2,,Partially cloudy,,,,,
Pokhara,8/28/2020 14:00,81,85.3,72,74.17,0,0,,0,0,,4.7,90,1005.9,88.9,9.9,126,1,,Partially cloudy,,,,,
Pokhara,8/28/2020 15:00,74,74,71.1,90.49,0.265,100,rain,0,0,29.8,4.7,140,1005.9,58.9,9.9,87,1,,"Rain, Partially cloudy",,,,,
Pokhara,8/28/2020 16:00,77,77,72,84.52,0.026,100,rain,0,0,,6.9,140,1005.2,58.9,9.9,137,1,,"Rain, Partially cloudy",,,,,
Pokhara,8/28/2020 17:00,74.9,74.9,71.1,87.8,0.012,100,rain,0,0,,8.1,140,1005,93.4,3.7,122,1,,"Rain, Overcast",,,,,
Pokhara,8/28/2020 18:00,74,74,70.1,87.47,0.012,100,rain,0,0,,3.4,188.3,1005.1,93.4,3.1,33,0,,"Rain, Overcast",,,,,
Pokhara,8/28/2020 19:00,74,74,70.1,87.47,0.012,100,rain,0,0,,6.9,100,1004.7,93.4,9.9,38,0,,"Rain, Overcast",,,,,
Pokhara,8/28/2020 20:00,74,74,70.1,87.47,0,0,,0,0,,4.7,10,1005.7,100,5,12,0,,Overcast,,,,,
Pokhara,8/28/2020 21:00,73.1,73.1,70.1,90.15,0.031,100,rain,0,0,,4.7,40,1006,100,8.7,0,0,,"Rain, Overcast",,,,,
Pokhara,8/28/2020 22:00,73.1,73.1,70.1,90.15,0,0,,0,0,,3.4,30,1005.6,100,9.9,0,0,,Overcast,,,,,
Pokhara,8/28/2020 23:00,73.1,73.1,70.1,90.15,0,0,,0,0,,4.7,340,1006,100,9.9,0,0,,Overcast,,,,,
Pokhara,8/29/2020 0:00,72,72,69.2,90.92,0,0,,0,0,,3.4,300,1006.4,88.9,9.9,0,0,,Partially cloudy,,,,,
Pokhara,8/29/2020 1:00,72,72,69.2,90.92,0,0,,0,0,,4.7,290,1006.6,100,0.6,0,0,,Overcast,,,,,
Pokhara,8/29/2020 2:00,72,72,69.2,90.92,0,0,,0,0,,0,0,1006.5,93.4,9.9,0,0,,Overcast,,,,,
Pokhara,8/29/2020 3:00,72,72,69.2,90.92,0,0,,0,0,,3.4,310,1006.5,100,8.1,0,0,,Overcast,,,,,
Pokhara,8/29/2020 4:00,72,72,69.2,90.92,0,0,,0,0,,4.7,240,1006.4,100,8.1,0,0,,Overcast,,,,,
Pokhara,8/29/2020 5:00,72,72,69.2,90.92,0,0,,0,0,,8.1,250,1007,100,6.8,0,0,,Overcast,,,,,
Pokhara,8/29/2020 6:00,72,72,69.2,90.92,0,0,,0,0,,5.8,230,1007.2,100,8.7,21.8,0,,Overcast,,,,,
Pokhara,8/29/2020 7:00,72,72,69.2,90.92,0,0,,0,0,,9.2,210,1007.8,100,6.2,28,0,,Overcast,,,,,
Pokhara,8/29/2020 8:00,73.1,73.1,70.1,90.15,0,0,,0,0,,9.2,240,1008.6,100,6.2,121,1,,Overcast,,,,,
Pokhara,8/29/2020 9:00,77.1,77.1,71.9,83.97,0,0,,0,0,,8.1,240,1008.5,90,9.9,318,3,,Partially cloudy,,,,,
Pokhara,8/29/2020 10:00,79.1,79.1,71.9,78.66,0,0,,0,0,,8.1,270,1008.8,90,9.9,319,3,,Partially cloudy,,,,,
Pokhara,8/29/2020 11:00,80.1,83.9,72,76.38,0,0,,0,0,,5.8,300,1009.5,100,9.9,367,4,,Overcast,,,,,
Pokhara,8/29/2020 12:00,83,89,73.1,72.14,0,0,,0,0,,6.9,350,1009.7,88.9,9.9,327,3,,Partially cloudy,,,,,
Pokhara,8/29/2020 13:00,84.8,90.7,72,65.47,0,0,,0,0,,8.1,290,1010,88.9,9.9,658,7,,Partially cloudy,,,,,
Pokhara,8/29/2020 14:00,88.1,93.3,70.1,55.36,0,0,,0,0,,4.7,340,1010,36.3,9.9,813,8,,Partially cloudy,,,,,
Pokhara,8/29/2020 15:00,86,88.7,66.8,52.91,0,0,,0,0,,9.2,320,1009.6,27.3,9.9,660,7,,Partially cloudy,,,,,
Pokhara,8/29/2020 16:00,86,88.2,65.9,51.29,0,0,,0,0,17.2,10.3,330,1008.9,0,9.9,440,4,,Clear,,,,,
Pokhara,8/29/2020 17:00,86,87.4,64.1,48.17,0,0,,0,0,,9.2,310,1009.1,0,9.9,136,1,,Clear,,,,,
Pokhara,8/29/2020 18:00,83.9,86.1,65.9,54.79,0,0,,0,0,,4.7,332.5,1009.2,0,9.9,86,1,,Clear,,,,,
Pokhara,8/29/2020 19:00,80.1,82.4,66.8,64.07,0,0,,0,0,,4.7,20,1008.4,0,9.9,45,0,,Clear,,,,,
Pokhara,8/29/2020 20:00,78.2,78.2,65.9,66.1,0,0,,0,0,,4.7,330,1009.4,0,9.9,4,0,,Clear,,,,,
Pokhara,8/29/2020 21:00,77.1,77.1,65.9,68.5,0,0,,0,0,,5.8,340,1010.1,30,9.9,0,0,,Partially cloudy,,,,,
Pokhara,8/29/2020 22:00,75.8,75.8,65.9,71.43,0,0,,0,0,,3.4,350,1010.6,100,9.9,0,0,,Overcast,,,,,
Pokhara,8/29/2020 23:00,74,74,65.9,75.86,0,0,,0,0,,3.4,320,1011,0,9.9,0,0,,Clear,,,,,
Pokhara,8/30/2020 0:00,73.1,73.1,65.9,78.19,0,0,,0,0,,5.8,330,1011.3,90,9.9,0,0,,Partially cloudy,,,,,
Pokhara,8/30/2020 1:00,71,71,62.9,75.59,0,0,,0,0,,5.8,360,1011.1,0,9.9,0,0,,Clear,,,,,
Pokhara,8/30/2020 2:00,69.2,69.2,61.1,75.42,0,0,,0,0,,4.7,10,1011.2,30,9.9,0,0,,Partially cloudy,,,,,
Pokhara,8/30/2020 3:00,68.1,68.1,60.2,75.81,0,0,,0,0,,3.4,20,1011.1,0,9.9,0,0,,Clear,,,,,
Pokhara,8/30/2020 4:00,65.9,65.9,61.1,84.33,0,0,,0,0,,0,0,1011.1,50,9.9,0,0,,Partially cloudy,,,,,
Pokhara,8/30/2020 5:00,65,65,60.2,84.28,0,0,,0,0,,4.7,20,1011.2,0,9.9,0,0,,Clear,,,,,
Pokhara,8/30/2020 6:00,64.1,64.1,60.2,86.97,0,0,,0,0,,4.7,20,1011.5,0,9.9,17.9,0,,Clear,,,,,
Pokhara,8/30/2020 7:00,65,65,60.2,84.28,0,0,,0,0,,5.8,30,1011.9,0,9.9,39,0,,Clear,,,,,
Pokhara,8/30/2020 8:00,69.2,69.2,61.1,75.42,0,0,,0,0,,5.8,90,1012.1,50,9.9,105,1,,Partially cloudy,,,,,
Pokhara,8/30/2020 9:00,71,71,62,73.23,0,0,,0,0,,5.8,70,1012.2,100,9.9,197,2,,Overcast,,,,,
Pokhara,8/30/2020 10:00,73.1,73.1,62.9,70.26,0,0,,0,0,,6.9,70,1011.7,90,9.9,355,4,,Partially cloudy,,,,,
Pokhara,8/30/2020 11:00,74.9,74.9,63,66.38,0,0,,0,0,,8.1,100,1011.5,88.9,9.9,341,3,,Partially cloudy,,,,,
Pokhara,8/30/2020 12:00,78.2,78.2,64.1,62.09,0,0,,0,0,,6.9,80,1010.9,50,9.9,452,5,,Partially cloudy,,,,,
Pokhara,8/30/2020 13:00,75.8,75.8,63,64.41,0,0,,0,0,,4.7,40.1,1010.7,54.4,9.9,303,3,,Partially cloudy,,,,,
Pokhara,8/30/2020 14:00,77,77,64.1,64.55,0,0,,0,0,,3.4,100,1011,93.4,9.9,371,4,,Overcast,,,,,
Pokhara,8/30/2020 15:00,78.2,78.2,65,64.07,0,0,,0,0,,5.8,100,1009.8,88.9,9.9,353,4,,Partially cloudy,,,,,
Pokhara,8/30/2020 16:00,77,77,64.1,64.55,0,0,,0,0,,6.9,100,1009.6,100,9.9,169,2,,Overcast,,,,,
Pokhara,8/30/2020 17:00,77,77,64.1,64.55,0,0,,0,0,,9.2,80,1009.1,93.4,9.9,174,2,,Overcast,,,,,
Pokhara,8/30/2020 18:00,75.8,75.8,65,69.23,0,0,,0,0,,6.9,70,1008.8,27.3,9.9,126,1,,Partially cloudy,,,,,
Pokhara,8/30/2020 19:00,74.9,74.9,65,71.34,0,0,,0,0,,0,0,1009.4,0,9.9,50,1,,Clear,,,,,
Pokhara,8/30/2020 20:00,74,74,65,73.52,0,0,,0,0,,3.4,70,1009.2,90,9.9,3,0,,Partially cloudy,,,,,
Pokhara,8/30/2020 21:00,71.9,71.9,65,79.07,0,0,,0,0,,3.4,10,1009.6,90,9.9,0,0,,Partially cloudy,,,,,
Pokhara,8/30/2020 22:00,71.9,71.9,65.9,81.58,0,0,,0,0,,3.4,40,1009.3,100,9.9,0,0,,Overcast,,,,,
Pokhara,8/30/2020 23:00,71.9,71.9,65,79.07,0,0,,0,0,,3.4,40,1009.5,100,9.9,0,0,,Overcast,,,,,
Pokhara,8/31/2020 0:00,71.9,71.9,65,79.07,0,0,,0,0,,3.4,30,1009.6,100,9.9,0,0,,Overcast,,,,,
Pokhara,8/31/2020 1:00,71,71,65,81.52,0,0,,0,0,,0,102,1009.1,100,9.9,0,0,,Overcast,,,,,
Pokhara,8/31/2020 2:00,71.9,71.9,65.9,81.58,0,0,,0,0,,3.4,360,1008.9,100,9.9,0,0,,Overcast,,,,,
Pokhara,8/31/2020 3:00,71,71,65.9,84.11,0,0,,0,0,,0,104.1,1008.6,100,9.9,0,0,,Overcast,,,,,
Pokhara,8/31/2020 4:00,71,71,65.9,84.11,0,0,,0,0,,3.4,50,1008.6,100,9.9,0,0,,Overcast,,,,,
Pokhara,8/31/2020 5:00,71.1,71.1,65.9,83.83,0,0,,0,0,,0,0,1008.7,100,9.9,0,0,,Overcast,,,,,
Pokhara,8/31/2020 6:00,71.1,71.1,65.9,83.83,0,0,,0,0,,0,0,1009.1,100,9.9,7.9,0,,Overcast,,,,,
Pokhara,8/31/2020 7:00,71.1,71.1,65.9,83.83,0,0,,0,0,,3.4,90,1009.7,100,9.9,15,0,,Overcast,,,,,
Pokhara,8/31/2020 8:00,72,72,66.8,83.89,0,0,,0,0,,0,0,1009.9,100,9.9,62,1,,Overcast,,,,,
Pokhara,8/31/2020 9:00,73.1,73.1,68,83.96,0,0,,0,0,,4.7,170,1010.2,100,8.1,101,1,,Overcast,,,,,
Pokhara,8/31/2020 10:00,74,74,68,81.46,0,0,,0,0,,3.4,170,1009.7,100,6.8,195,2,,Overcast,,,,,
Pokhara,8/31/2020 11:00,77,77,69.2,76.85,0,0,,0,0,,8.1,210,1010.2,100,6.8,264,3,,Overcast,,,,,
Pokhara,8/31/2020 12:00,77,77,69.2,76.85,0,0,,0,0,,6.9,240,1010.6,100,6.2,143,1,,Overcast,,,,,
Pokhara,8/31/2020 13:00,78.2,78.2,69.2,73.91,0,0,,0,0,,3.4,316.4,1010.8,100,9.9,340,3,,Overcast,,,,,
Pokhara,8/31/2020 14:00,82.1,85.6,69.2,64.94,0,0,,0,0,,0,0,1009.1,88.9,9.9,674,7,,Partially cloudy,,,,,
Pokhara,8/31/2020 15:00,83,86.7,69.2,63.07,0,0,,0,0,,0,0,1008.6,88.9,9.9,406,4,,Partially cloudy,,,,,
Pokhara,8/31/2020 16:00,82.1,85.6,69.2,64.94,0,0,,0,0,,0,0,1008.9,50,9.9,190,2,,Partially cloudy,,,,,
Pokhara,8/31/2020 17:00,81,85.3,72,74.17,0,0,,0,0,,0,0,1009.7,0,9.9,93,1,,Clear,,,,,
Pokhara,8/31/2020 18:00,79.1,79.1,71.1,76.55,0,0,,0,0,,5.8,100,1009.1,27.3,8.7,41,0,,Partially cloudy,,,,,
Pokhara,8/31/2020 19:00,78.2,78.2,71.1,78.85,0,0,,0,0,,3.4,80,1008.4,0,8.7,35,0,,Clear,,,,,
Pokhara,8/31/2020 20:00,75.8,75.8,70.1,82.36,0,0,,0,0,,0,0,1009.3,0,8.7,7,0,,Clear,,,,,
Pokhara,8/31/2020 21:00,74,74,70.1,87.47,0,0,,0,0,,3.4,50,1010.2,54.4,6.8,0,0,,Partially cloudy,,,,,
Pokhara,8/31/2020 22:00,73.1,73.1,70.1,90.15,0,0,,0,0,,3.4,360,1011.2,0,6.8,0,0,,Clear,,,,,
Pokhara,8/31/2020 23:00,73.1,73.1,70.1,90.15,0,0,,0,0,,3.4,40,1011.8,27.3,6.2,0,0,,Partially cloudy,,,,,
Pokhara,9/1/2020 0:00,72,72,69.2,90.92,0,0,,0,0,,0,0,1012,0,6.2,0,0,,Clear,,,,,
Pokhara,9/1/2020 1:00,71.1,71.1,68,90.02,0,0,,0,0,,0,0,1012.2,36.3,1.2,0,0,,Partially cloudy,,,,,
Pokhara,9/1/2020 2:00,73.1,73.1,70.1,90.15,0,0,,0,0,,0,0,1011.9,100,3.1,0,0,,Overcast,,,,,
Pokhara,9/1/2020 3:00,74,74,71.1,90.49,0,0,,0,0,,0,0,1011.7,100,1.9,0,0,,Overcast,,,,,
Pokhara,9/1/2020 4:00,74,74,72,93.29,0,0,,0,0,,3.4,200,1011.4,100,1.9,0,0,,Overcast,,,,,
Pokhara,9/1/2020 5:00,72,72,69.2,90.92,0,0,,0,0,,4.7,200,1012,27.3,8.1,0,0,,Partially cloudy,,,,,
Pokhara,9/1/2020 6:00,71.1,71.1,68,90.02,0,0,,0,0,,3.4,220,1012.5,27.3,8.1,15.4,0,,Partially cloudy,,,,,
Pokhara,9/1/2020 7:00,71.1,71.1,68,90.02,0,0,,0,0,,0,0,1013.2,88.9,6.8,31,0,,Partially cloudy,,,,,
Pokhara,9/1/2020 8:00,73.1,73.1,69.2,87.42,0,0,,0,0,,0,0,1012.9,88.9,8.7,117,1,,Partially cloudy,,,,,
Pokhara,9/1/2020 9:00,74,74,69.2,84.82,0,0,,0,0,,3.4,230,1013.4,100,8.7,187,2,,Overcast,,,,,
Pokhara,9/1/2020 10:00,75.8,75.8,69.2,79.87,0,0,,0,0,,5.8,149.1,1012.6,100,9.9,266,3,,Overcast,,,,,
Pokhara,9/1/2020 11:00,79.1,79.1,70.1,74,0,0,,0,0,,6.9,130,1013,88.9,9.9,448,4,,Partially cloudy,,,,,
Pokhara,9/1/2020 12:00,79.1,79.1,69.2,71.76,0,0,,0,0,,6.9,190,1013.3,72.6,9.9,284,3,,Partially cloudy,,,,,
Pokhara,9/1/2020 13:00,79.1,79.1,69.2,71.76,0,0,,0,0,,8.1,180,1013.1,36.3,9.9,227,2,,Partially cloudy,,,,,
Pokhara,9/1/2020 14:00,79.1,79.1,69.2,71.76,0,0,,0,0,,4.7,180,1012.9,36.3,9.9,210,2,,Partially cloudy,,,,,
Pokhara,9/1/2020 15:00,79.1,79.1,69.2,71.76,0,0,,0,0,,6.9,160,1011.5,54.4,9.9,238,2,,Partially cloudy,,,,,
Pokhara,9/1/2020 16:00,78.2,78.2,70.1,76.22,0,0,,0,0,,4.7,170,1011.4,68.1,9.9,137,1,,Partially cloudy,,,,,
Pokhara,9/1/2020 17:00,75.8,75.8,70.1,82.36,0.015,100,rain,0,0,21.9,11.4,220,1012.7,93.4,5,60,1,,"Rain, Overcast",,,,,
Pokhara,9/1/2020 18:00,73.1,73.1,69.2,87.42,0.066,100,rain,0,0,,0,0,1011.9,36.3,9.9,62,1,,"Rain, Partially cloudy",,,,,
Pokhara,9/1/2020 19:00,74,74,70.1,87.47,0,0,,0,0,,0,0,1010.9,88.9,9.9,44,0,,Partially cloudy,,,,,
Pokhara,9/1/2020 20:00,73.1,73.1,69.2,87.42,0,0,,0,0,,4.7,120,1010.9,54.4,9.9,5,0,,Partially cloudy,,,,,
Pokhara,9/1/2020 21:00,73.1,73.1,69.2,87.42,0,0,,0,0,,3.4,130,1010.5,50,9.9,0,0,,Partially cloudy,,,,,
Pokhara,9/1/2020 22:00,74,74,70.1,87.47,0,0,,0,0,,3.4,170,1010.5,27.3,9.9,0,0,,Partially cloudy,,,,,
Pokhara,9/1/2020 23:00,74.9,74.9,71.1,87.8,0,0,,0,0,,5.8,210,1010.2,58.9,9.9,0,0,,Partially cloudy,,,,,
Pokhara,9/2/2020 0:00,74,74,71.1,90.49,0.059,100,rain,0,0,,4.7,178.6,1010,72.6,2.5,0,0,,"Rain, Partially cloudy",,,,,
Pokhara,9/2/2020 1:00,73.1,73.1,69.2,87.42,0.941,100,rain,0,0,27.9,9.2,270,1010,58.9,3.7,0,0,,"Rain, Partially cloudy",,,,,
Pokhara,9/2/2020 2:00,74,74,69.2,84.82,0.012,100,rain,0,0,,5.8,190,1009.4,88.9,9.9,0,0,,"Rain, Partially cloudy",,,,,
Pokhara,9/2/2020 3:00,74,74,69.2,84.82,0,0,,0,0,,3.4,210,1009.5,58.9,9.9,0,0,,Partially cloudy,,,,,
Pokhara,9/2/2020 4:00,74,74,70.1,87.47,0,0,,0,0,,4.7,240,1009.3,93.4,9.9,0,0,,Overcast,,,,,
Pokhara,9/2/2020 5:00,74.9,74.9,71.1,87.8,0,0,,0,0,,6.9,240,1009.5,93.4,9.9,0,0,,Overcast,,,,,
Pokhara,9/2/2020 6:00,74,74,71.1,90.49,0,0,,0,0,,4.7,260,1010.3,100,9.9,11.2,0,,Overcast,,,,,
Pokhara,9/2/2020 7:00,74,74,71.1,90.49,0,0,,0,0,,5.8,240,1011.1,88.9,8.7,32,0,,Partially cloudy,,,,,
Pokhara,9/2/2020 8:00,74.9,74.9,71.1,87.8,0,0,,0,0,,5.8,270,1011.7,88.9,9.9,89,1,,Partially cloudy,,,,,
Pokhara,9/2/2020 9:00,75.8,75.8,70.1,82.36,0,0,,0,0,,6.9,260,1012,88.9,9.9,250,3,,Partially cloudy,,,,,
Pokhara,9/2/2020 10:00,78.2,78.2,70.1,76.22,0,0,,0,0,,8.1,250,1012.7,68.1,9.9,446,4,,Partially cloudy,,,,,
Pokhara,9/2/2020 11:00,80.1,83.3,70.1,71.61,0,0,,0,0,,5.8,294.1,1012.9,54.4,9.9,408,4,,Partially cloudy,,,,,
Pokhara,9/2/2020 12:00,81,84.5,70.1,69.54,0,0,,0,0,,8.1,250,1012.7,88.9,9.9,439,4,,Partially cloudy,,,,,
Pokhara,9/2/2020 13:00,80.1,83.3,70.1,71.61,0,0,,0,0,,5.8,270,1012.2,88.9,9.9,238,2,,Partially cloudy,,,,,
Pokhara,9/2/2020 14:00,80.1,83.3,70.1,71.61,0,0,,0,0,,0,0,1011.4,54.4,9.9,247,2,,Partially cloudy,,,,,
Pokhara,9/2/2020 15:00,82.1,86,70.1,66.96,0,0,,0,0,,3.4,252.5,1011.6,88.9,9.9,373,4,,Partially cloudy,,,,,
Pokhara,9/2/2020 16:00,83,86.7,69.2,63.07,0,0,,0,0,,3.4,310,1011.6,88.9,9.9,331,3,,Partially cloudy,,,,,
Pokhara,9/2/2020 17:00,82.1,86,70.1,66.96,0,0,,0,0,,0,0,1011.4,50,9.9,196,2,,Partially cloudy,,,,,
Pokhara,9/2/2020 18:00,82.1,86,70.1,66.96,0,0,,0,0,,0,0,1010.7,0,9.9,78,1,,Clear,,,,,
Pokhara,9/2/2020 19:00,79.1,79.1,71.1,76.55,0,0,,0,0,,0,0,1010.9,54.4,9.9,30,0,,Partially cloudy,,,,,
Pokhara,9/2/2020 20:00,78.2,78.2,71.1,78.85,0,0,,0,0,,0,0,1011,88.9,9.9,3,0,,Partially cloudy,,,,,
Pokhara,9/2/2020 21:00,75.8,75.8,71.1,85.21,0,0,,0,0,,0,0,1011.5,68.1,9.9,0,0,,Partially cloudy,,,,,
Pokhara,9/2/2020 22:00,75.8,75.8,71.1,85.21,0,0,,0,0,,3.4,20,1011.7,0,9.9,0,0,,Clear,,,,,
Pokhara,9/2/2020 23:00,75.8,75.8,72,87.85,0,0,,0,0,,0,0,1011.8,72.6,8.1,0,0,,Partially cloudy,,,,,
Pokhara,9/3/2020 0:00,74.9,74.9,72,90.52,0.051,100,rain,0,0,,3.4,120,1011.3,93.4,6.2,0,0,,"Rain, Overcast",,,,,
Pokhara,9/3/2020 1:00,74.9,74.9,72,90.52,0.039,100,rain,0,0,,0,0,1011.2,58.9,5,0,0,,"Rain, Partially cloudy",,,,,
Pokhara,9/3/2020 2:00,73.7,73.7,72.9,97.61,0,0,,,,,6,156.3,,94.9,,0,0,,Overcast,,,,,
Pokhara,9/3/2020 3:00,73.1,73.1,69.2,87.42,0.132,100,rain,0,0,,0,0,1009.7,93.4,6.8,0,0,,"Rain, Overcast",,,,,
Pokhara,9/3/2020 4:00,73.1,73.1,69.2,87.42,0.167,100,rain,0,0,,0,0,1009.6,100,8.7,0,0,,"Rain, Overcast",,,,,
Pokhara,9/3/2020 5:00,73.1,73.1,69.2,87.42,0.012,100,rain,0,0,,0,0,1009.3,72.6,3.7,0,0,,"Rain, Partially cloudy",,,,,
Pokhara,9/3/2020 6:00,72,72,69.2,90.92,0,0,,0,0,,0,0,1009.7,36.3,8.7,8.3,0,,Partially cloudy,,,,,
Pokhara,9/3/2020 7:00,71.1,71.1,69.2,93.73,0,0,,0,0,,3.4,240,1010.3,0,6.2,23,0,,Clear,,,,,
Pokhara,9/3/2020 8:00,73.1,73.1,69.2,87.42,0,0,,0,0,,6.9,250,1010.7,27.3,9.9,86,1,,Partially cloudy,,,,,
Pokhara,9/3/2020 9:00,74.9,74.9,70.1,84.87,0,0,,0,0,,11.4,240,1011.4,100,9.9,202,2,,Overcast,,,,,
Pokhara,9/3/2020 10:00,78.2,78.2,71.1,78.85,0,0,,0,0,,9.2,250,1012,50,9.9,428,4,,Partially cloudy,,,,,
Pokhara,9/3/2020 11:00,80.1,83.6,71.1,74.09,0,0,,0,0,,10.3,270,1012.2,50,9.9,516,5,,Partially cloudy,,,,,
Pokhara,9/3/2020 12:00,83,87.7,71.1,67.29,0,0,,0,0,21.9,13.9,250,1012.3,88.9,9.9,617,6,,Partially cloudy,,,,,
Pokhara,9/3/2020 13:00,83.9,88.3,70.1,63.18,0,0,,0,0,,13.9,260,1012.2,88.9,9.9,660,7,,Partially cloudy,,,,,
Pokhara,9/3/2020 14:00,83,86.7,69.2,63.07,0,0,,0,0,,12.8,270,1012.1,88.9,9.9,706,7,,Partially cloudy,,,,,
Pokhara,9/3/2020 15:00,84.8,88.8,69.2,59.52,0,0,,0,0,26.4,13.9,260,1011.7,50,9.9,607,6,,Partially cloudy,,,,,
Pokhara,9/3/2020 16:00,84.8,87.5,66.8,54.92,0,0,,0,0,21.9,12.8,260,1011.3,0,9.9,447,4,,Clear,,,,,
Pokhara,9/3/2020 17:00,83.9,87.1,68,58.84,0,0,,0,0,,9.2,260,1011.6,0,9.9,188,2,,Clear,,,,,
Pokhara,9/3/2020 18:00,82.1,85.1,68,62.36,0,0,,0,0,,9.2,230,1011.5,0,9.9,82,1,,Clear,,,,,
Pokhara,9/3/2020 19:00,79.1,79.1,68,68.91,0,0,,0,0,,5.8,240,1012,0,9.9,37,0,,Clear,,,,,
Pokhara,9/3/2020 20:00,77,77,69.2,76.85,0,0,,0,0,,6.9,240,1012.2,0,9.9,0,0,,Clear,,,,,
Pokhara,9/3/2020 21:00,77,77,70.1,79.25,0,0,,0,0,,5.8,250,1013.3,0,9.9,0,0,,Clear,,,,,
Pokhara,9/3/2020 22:00,75.8,75.8,70.1,82.36,0,0,,0,0,,8.1,230,1013.6,0,9.9,0,0,,Clear,,,,,
Pokhara,9/3/2020 23:00,75.8,75.8,70.1,82.36,0,0,,0,0,,5.8,220,1013.7,0,9.9,0,0,,Clear,,,,,
Pokhara,9/4/2020 0:00,74.9,74.9,70.1,84.87,0,0,,0,0,,5.8,220,1014,0,9.9,0,0,,Clear,,,,,
Pokhara,9/4/2020 1:00,75.8,75.8,71.1,85.21,0,0,,0,0,,6.9,290,1014.6,100,9.9,0,0,,Overcast,,,,,
Pokhara,9/4/2020 2:00,74,74,69.2,84.82,0,0,,0,0,,8.1,350,1014.9,36.3,9.9,0,0,,Partially cloudy,,,,,
Pokhara,9/4/2020 3:00,73.1,73.1,63,70.51,0,0,,0,0,,10.3,350,1015.6,93.4,9.9,0,0,,Overcast,,,,,
Pokhara,9/4/2020 4:00,71.1,71.1,55.1,57.13,0,0,,0,0,,4.7,340,1016.5,93.4,9.9,0,0,,Overcast,,,,,
Pokhara,9/4/2020 5:00,70.1,70.1,52.1,52.84,0,0,,0,0,,3.4,360,1017.3,72.6,9.9,0,0,,Partially cloudy,,,,,
Pokhara,9/4/2020 6:00,68,68,52.1,56.74,0,0,,0,0,,4.7,330,1018.2,93.4,9.9,11,0,,Overcast,,,,,
Pokhara,9/4/2020 7:00,65.9,65.9,51.2,58.94,0,0,,0,0,,6.9,350,1019,0,9.9,36,0,,Clear,,,,,
Pokhara,9/4/2020 8:00,66.8,66.8,51.2,57.13,0,0,,0,0,,6.9,350,1019.7,0,9.9,165,2,,Clear,,,,,
Pokhara,9/4/2020 9:00,69.2,69.2,52.1,54.49,0,0,,0,0,,5.8,340,1020,0,9.9,295,3,,Clear,,,,,
Pokhara,9/4/2020 10:00,72,72,53.1,51.39,0,0,,0,0,,6.9,350,1020.9,0,9.9,478,5,,Clear,,,,,
Pokhara,9/4/2020 11:00,74,74,51.2,44.71,0,0,,0,0,,4.7,310,1021.1,0,9.9,638,6,,Clear,,,,,
